#JCAT	Piece	Name	LDate	GDate	ODate	Period	Perigee	PF	Apogee	AF	Inc	IF	OType	Longitude	DriftRate	TDate	TF	Flags
# Updated 2026 Jul 17 2058:25
S43088	2017-086B	Fregat-SB No. 2006	2017 Dec 26	2017 Dec        	2026 Jul 16 2342	    1463.551 	   35775.7 	 	   36868.9 	 	  7.61 	 	GEO/ID	135.65E	 +   6.779W	2017 Dec 26 1900:04	R	-
S43087	2017-086A	Angosat 1	2017 Dec 26	2017 Dec        	2026 Jul 17 0147	    1449.012 	   35960.4 	 	   36117.6 	 	  7.65 	 	GEO/ID	105.45E	 +   3.225W	2018 Jan 16?	P	-
S43162	2018-009A	SBIRS GEO-3	2018 Jan 20	2018 Jan?       	2026 Jul 17 0357	    1436.105 	   35779.1 	 	   35794.4 	 	  2.21 	 	GEO/S	159.39W	 +   0.009W	*	P	-
S43178	2018-013A	GovSat-1	2018 Jan 31	2018 Feb        	2026 Apr 28 0612	    1436.122 	   35770.2 	 	   35804.0 	 	  0.01 	 	GEO/S	 21.44E	 +   0.014W	*	P	-
S43174	2018-012A	Al Yah 3	2018 Jan 25	2018 Feb 20     	2026 Jul 17 0543	    1436.113 	   35771.7 	 	   35802.1 	 	  1.63 	 	GEO/S	 20.16W	 +   0.011W	*	P	-
S43284	1969-013E	deb Transtage 17	1969 Feb  9	2018 Feb 28     	2026 Jul 16 0114	    1480.988 	   36056.2 	 	   37265.3 	 	  1.41 	 	GEO/D	123.38E	 +  10.949W	1969 Feb  9 2109:00	D	-
S43447	1969-013G	deb Transtage 17	1969 Feb  9	2018 Feb 28     	2026 Jul 15 2113	    1482.376 	   36094.7 	 	   37280.6 	 	  1.36 	 	GEO/D	170.32W	 +  11.277W	1969 Feb  9 2109:00	D	-
S43448	1969-013H	deb Transtage 17	1969 Feb  9	2018 Feb 28     	2026 Jul 16 1100	    1458.783 	   35017.5 	 	   37441.5 	 	  1.24 	 	GEO/D	  3.44E	 +   5.621W	1969 Feb  9 2109:00	D	-
S43449	1969-013J	deb Transtage 17	1969 Feb  9	2018 Feb 28     	2026 Jul 10 1124	    1490.767 	   36210.0 	 	   37490.0 	 	  1.49 	 	GEO/D	 27.61W	 +  13.245W	1969 Feb  9 2109:00	D	-
S43452	1969-013K	deb Transtage 17	1969 Feb  9	2018 Feb 28     	2026 Jan 11 1308	    1395.907 	   32721.5 	 	   37271.0 	 	  0.79 	 	GEO/NS	 51.94E	 +  10.386E	1969 Feb  9 2109:00	D	-
S43454	1969-013M	deb Transtage 17	1969 Feb  9	2018 Feb 28     	2026 Jul 16 1012	    1400.159 	   32817.8 	 	   37342.6 	 	  1.20 	 	GEO/NS	 31.84E	 +   9.258E	1969 Feb  9 2109:00	D	-
S43456	1969-013P	deb Transtage 17	1969 Feb  9	2018 Feb 28     	2026 Jul 14 0256	    1401.730 	   31091.8 	 	   39130.6 	 	  2.06 	 	GEO/NS	 76.76E	 +   8.843E	1969 Feb  9 2109:00	D	-
S43514	1969-013S	deb Transtage 17	1969 Feb  9	2018 Feb 28     	2026 Jul 16 1229	    1472.405 	   35488.9 	 	   37499.7 	 	  1.59 	 	GEO/D	 58.20W	 +   8.909W	1969 Feb  9 2109:00	D	-
S43516	1969-013U	deb Transtage 17	1969 Feb  9	2018 Feb 28     	2026 Jul 16 0057	    1492.014 	   36408.3 	 	   37339.9 	 	  1.66 	 	GEO/D	115.90E	 +  13.536W	1969 Feb  9 2109:00	D	-
S43226	2018-022A	GOES 17	2018 Mar  1	2018 Mar 13     	2026 Jul 17 0600	    1436.110 	   35784.3 	 	   35789.4 	 	  1.01 	 	GEO/S	 89.51W	 +   0.010W	*	P	-
S43228	2018-023A	Hispasat 30W-6	2018 Mar  6	2018 Mar 16     	2026 Jul 17 0414	    1436.122 	   35765.5 	 	   35808.7 	 	  0.04 	 	GEO/S	 30.04W	 +   0.013W	*	P	-
S43271	2018-033A	Kirameki 1	2018 Apr  5	2018 Apr 11     	2026 Jul 17 0616	    1436.108 	   35782.1 	 	   35791.5 	 	  0.02 	 	GEO/S	162.00E	 +   0.010W	*	P	-
S43286	2018-035A	IRNSS-R1I	2018 Apr 11	2018 Apr 15     	2026 Jul 16 1759	    1436.088 	   35708.8 	 	   35864.0 	 	 28.82 	 	GEO/T	 54.35E	 +   0.005W	*	P	-
S43341	2018-036C	Centaur AV-079	2018 Apr 14	2018 Apr 15     	2026 Jul 16 1743	    1329.526 	   31896.6 	 	   35451.2 	 	  6.77 	 	MEO	136.62W	 +  28.928E	2018 Apr 14 2313:00	R	-
S43339	2018-036A	CBAS-SATCOM	2018 Apr 14	2018 Apr 15     	2026 Jul 15 1317	    1436.132 	   35783.7 	 	   35790.9 	 	  0.02 	 	GEO/S	134.09E	 +   0.016W	*	P	-
S43340	2018-036B	EAGLE	2018 Apr 14	2018 Apr 15     	2020 Aug  4 0327	    1451.952 	   36079.5 	 	   36113.2 	 	  1.26 	 	GEO/D	 89.28E	 +   3.949W	*	P	-
S43342	2018-036D	EAGLE adapter?	2018 Apr 14	2018 Apr 15     	2026 Jul 17 0338	    1407.247 	   35134.3 	 	   35305.7 	 	  7.17 	 	GEO/ID	 77.07E	 +   7.393E	2018 Apr 14 2313:00	C	-
S43272	2018-033B	Hylas 4	2018 Apr  5	2018 Apr 16     	2026 Jul 17 0422	    1436.116 	   35784.1 	 	   35789.9 	 	  0.03 	 	GEO/S	 33.51W	 +   0.012W	*	P	-
S43433	2018-037B	Briz-M No. 99563	2018 Apr 18	2018 Apr 19     	2026 Jul 15 2152	    1590.905 	   35717.9 	 	   41811.7 	 	  8.23 	 	VHEO	169.11E	 +  35.133W	2018 Apr 18 2212:00	R	-
S43432	2018-037A	Kosmos-2526	2018 Apr 18	2018 Apr 19     	2026 Jul 15 0017	    1436.147 	   35784.1 	 	   35791.0 	 	  0.04 	 	GEO/S	128.04E	 +   0.020W	*	P	-
S43445	2018-036E	USA 285	2018 Apr 14	2018 Apr 26?    	2026 Jul 16 2318	    1410.201 	   35232.7 	 	   35323.7 	 	  7.19 	 	GEO/ID	 57.03W	 +   6.621E	*	P	-
S43446	2018-036F	USA 286	2018 Apr 14	2018 Apr 26?    	2026 Jul 13 1946	    1410.124 	   35231.1 	 	   35322.2 	 	  7.18 	 	GEO/ID	  1.42W	 +   6.642E	*	P	-
S43450	2018-041A	Apstar 6C	2018 May  3	2018 May 10?    	2026 Jul 16 1758	    1436.121 	   35785.3 	 	   35788.9 	 	  0.05 	 	GEO/S	133.98E	 +   0.013W	*	P	-
S43175	2018-012B	SES-14	2018 Jan 25	2018 May 11     	2026 Jul 17 0430	    1436.116 	   35783.1 	 	   35790.8 	 	  0.01 	 	GEO/S	 47.53W	 +   0.012W	*	P	-
S43465	2018-036G	MYCROFT	2018 Apr 14	2018 May 12?    	2019 Dec 16 0628	    1451.969 	   36094.5 	 	   36098.9 	 	  0.58 	 	GEO/D	 94.32W	 +   3.953W	2022 Mar	P	-
S43463	2018-044A	Bangabandhu 1	2018 May 11	2018 May 20?    	2026 Jul 17 0659	    1436.073 	   35778.6 	 	   35793.7 	 	  0.03 	 	GEO/S	119.09E	 +   0.001W	*	P	-
S43488	2018-049A	SES-12	2018 Jun  4	2018 Jun        	2026 Jul 17 0652	    1436.104 	   35783.5 	 	   35790.0 	 	  0.01 	 	GEO/S	 94.97E	 +   0.009W	*	P	-
S43491	2018-050A	Feng Yun 2H	2018 Jun  5	2018 Jun  6?    	2026 Jul 17 0348	    1436.166 	   35778.3 	 	   35797.6 	 	  3.11 	 	GEO/I	 79.08E	 +   0.025W	*	P	-
S43497	2018-050C	FG-36 AKM	2018 Jun  5	2018 Jun  6?    	2026 Jul 16 0101	    1438.908 	   35466.0 	 	   36217.2 	 	  4.94 	 	GEO/ID	126.74E	 +   0.712W	2018 Jun  5 1307:04	C	-
S43645	2018-050D	FY-2H imager cover	2018 Jun  5	2018 Jun  6?    	2026 Jul 13 0452	    1435.381 	   35511.6 	 	   36033.6 	 	  4.96 	 	GEO/ID	 71.58E	 +   0.173E	2018 Jun  5 1307:04	C	-
S43539	2018-057A	Beidou DW 32	2018 Jul  9	2018 Jul 17     	2026 Jul 16 1952	    1436.518 	   35352.4 	 	   36237.3 	 	 55.20 	 	GEO/NS	107.71E	 +   0.113W	*	P	-
S43562	2018-059A	Telstar 19 Vantage	2018 Jul 22	2018 Aug  1     	2026 Jul 17 0607	    1436.135 	   35774.8 	 	   35799.9 	 	  0.03 	 	GEO/S	 63.03W	 +   0.017W	*	P	-
S43587	2018-064A	Merah Putih	2018 Aug  7	2018 Aug 13     	2026 Jul 17 0148	    1436.114 	   35782.0 	 	   35791.9 	 	  0.02 	 	GEO/S	107.98E	 +   0.012W	*	P	-
S43611	2018-069A	Telstar 18 Vantage	2018 Sep 10	2018 Sep 20     	2026 Jul 17 0705	    1436.118 	   35779.5 	 	   35794.6 	 	  0.03 	 	GEO/S	138.01E	 +   0.013W	*	P	-
S43633	2018-074B	Horizons 3e	2018 Sep 25	2018 Oct  4     	2026 Jul 17 0531	    1436.085 	   35782.4 	 	   35790.3 	 	  0.03 	 	GEO/S	168.97E	 +   0.004W	*	P	-
S43683	2018-085A	Beidou DW 41	2018 Nov  1	2018 Nov  2?    	2026 Jul 17 0528	    1436.087 	   35752.7 	 	   35820.1 	 	  2.94 	 	GEO/S	160.04E	 +   0.005W	*	P	-
S43698	2018-089A	GSAT-29	2018 Nov 14	2018 Nov 18     	2026 Jul 17 0439	    1436.152 	   35774.6 	 	   35800.7 	 	  0.03 	 	GEO/S	 55.05E	 +   0.021W	*	P	-
S43700	2018-090A	Es'hailsat-2	2018 Nov 15	2018 Nov 20?    	2026 Jul 17 0633	    1436.092 	   35776.9 	 	   35796.2 	 	  0.01 	 	GEO/S	 25.74E	 +   0.006W	*	P	-
S43632	2018-074A	Azerspace-2	2018 Sep 25	2018 Dec  4     	2026 Jul 17 0455	    1436.117 	   35781.0 	 	   35793.0 	 	  0.02 	 	GEO/S	 45.10E	 +   0.012W	*	P	-
S43824	2018-100B	GSAT-11	2018 Dec  4	2018 Dec 10     	2026 Jul 17 0348	    1436.104 	   35754.1 	 	   35819.4 	 	  0.05 	 	GEO/S	 73.94E	 +   0.009W	*	P	-
S43823	2018-100A	Cheollian 2A	2018 Dec  4	2018 Dec 13?    	2026 Jul 17 0702	    1436.073 	   35776.6 	 	   35795.7 	 	  0.03 	 	GEO/S	128.26E	 +   0.001W	*	P	-
S43867	2018-107A	Kosmos-2533	2018 Dec 21	2018 Dec 21     	2026 Jul 17 0137	    1436.122 	   35784.2 	 	   35790.0 	 	  0.04 	 	GEO/S	 69.99E	 +   0.014W	*	P	-
S43864	2018-105A	GSAT-7A	2018 Dec 19	2018 Dec 27     	2026 Jul 17 0439	    1436.097 	   35779.3 	 	   35793.9 	 	  0.09 	 	GEO/S	 62.72E	 +   0.007W	*	P	-
S43874	2018-110A	Tongxin Jishu Shiyan 3	2018 Dec 24	2018 Dec 30?    	2026 Jul 16 1655	    1436.100 	   35775.8 	 	   35797.5 	 	  2.62 	 	GEO/S	148.20E	 +   0.008W	*	P	-
S43917	2018-110C	TJS-3 subsatellite	2018 Dec 24	2018 Dec 30?    	2026 Jul 17 0601	    1464.103 	   36307.0 	 	   36359.1 	 	  4.76 	 	GEO/ID	 84.43W	 +   6.912W	2021 Dec  1	P	-
S43920	2019-001A	Zhongxing 2D	2019 Jan 10	2019 Jan 12?    	2026 Jul 16 1213	    1436.132 	   35785.8 	 	   35788.8 	 	  0.02 	 	GEO/S	129.98E	 +   0.016W	*	P	-
S43651	2018-079A	AEHF SV-4	2018 Oct 17	2019 Jan 30     	2026 Jul 17 0606	    1436.054 	   35536.1 	 	   36035.4 	 	  1.44 	 	GEO/S	 67.98W	 +   0.004E	*	P	-
S44035	2019-007B	GSAT-31	2019 Feb  5	2019 Feb  9     	2026 Jul 17 0456	    1436.095 	   35783.2 	 	   35789.9 	 	  0.02 	 	GEO/S	 47.85E	 +   0.007W	*	P	-
S44049	2019-009B	B'reshit	2019 Feb 22	2019 Feb 25     	2019 Mar 21 0000	   16901.524 	    1204.1 	 	  422362.0 	 	 24.95 	 	CLO	177.75W	-	2019 Apr 11	P	-
S44048	2019-009A	Nusantara Satu	2019 Feb 22	2019 Mar  1     	2026 Jul 17 0558	    1436.117 	   35767.5 	 	   35806.5 	 	  0.03 	 	GEO/S	146.02E	 +   0.012W	*	P	-
S44066	2019-009E	Beresheet adapter	2019 Feb 22	2019 Mar  4     	2026 Jul 16 1343	    1454.770 	   36132.6 	 	   36170.0 	 	  6.66 	 	GEO/ID	 69.59W	 +   4.641W	2019 Feb 22 0145	C	-
S44065	2019-009D	S5	2019 Feb 22	2019 Mar  4     	2026 Jul 16 1348	    1449.627 	   36034.3 	 	   36067.7 	 	  6.63 	 	GEO/ID	103.91E	 +   3.376W	2019 Mar?	P	-
S44067	2019-012A	Zhongxing 6C	2019 Mar  9	2019 Mar 12?    	2026 Jul 17 0012	    1436.067 	   35723.4 	 	   35848.6 	 	  0.05 	 	GEO/S	130.46E	 +   0.000E	*	P	-
S44071	2019-014A	WGS SV-10	2019 Mar 16	2019 Mar 25     	2026 Jul 17 0439	    1436.097 	   35786.1 	 	   35787.1 	 	  0.01 	 	GEO/S	 60.28E	 +   0.007W	*	P	-
S44076	2019-017A	Tian Lian 2-01	2019 Mar 31	2019 Apr 3?     	2026 Jul 17 0451	    1436.108 	   35780.4 	 	   35793.3 	 	  0.62 	 	GEO/S	 76.98E	 +   0.010W	*	P	-
S45488	2016-004D	deb Intelsat IS-29e	2016 Jan 27	2019 Apr  7     	2021 Nov  7 2115	    1431.499 	   32053.4 	 	   39339.7 	 	  2.31 	 	GEO/NS	 83.28E	 +   1.152E	2016 Jan 27 2320:07	D	-
S44204	2019-023A	Beidou DW 44	2019 Apr 20	2019 Apr 21?    	2026 Jul 16 0741	    1435.937 	   35674.2 	 	   35892.7 	 	 58.74 	 	GEO/T	137.03E	 +   0.033E	*	P	-
S44186	2019-021A	Arabsat 6A	2019 Apr 11	2019 Apr 29     	2026 Jul 17 0634	    1436.062 	   35777.9 	 	   35794.0 	 	  0.05 	 	GEO/S	 30.50E	 +   0.002E	*	P	-
S44231	2019-027A	Beidou DW 45	2019 May 17	2019 May 20?    	2026 Jul 17 0706	    1436.107 	   35746.0 	 	   35827.6 	 	  1.73 	 	GEO/S	144.50E	 +   0.010W	*	P	-
S44034	2019-007A	SGS-1	2019 Feb  5	2019 May 22     	2026 Jul 17 0636	    1436.092 	   35762.4 	 	   35810.6 	 	  0.07 	 	GEO/S	 38.93E	 +   0.006W	*	P	-
S44307	2019-031A	Yamal-601	2019 May 30	2019 Jun 20     	2026 Jul 17 0639	    1436.086 	   35776.4 	 	   35796.3 	 	  0.02 	 	GEO/S	 48.97E	 +   0.005W	*	P	-
S44333	2019-034A	T16	2019 Jun 20	2019 Jun 26     	2026 Jul 16 2306	    1436.081 	   35783.3 	 	   35789.3 	 	  0.02 	 	GEO/S	100.88W	 +   0.003W	*	P	-
S44337	2019-035A	Beidou DW 46	2019 Jun 24	2019 Jun 26?    	2026 Jul 17 0659	    1436.311 	   35625.1 	 	   35956.5 	 	 55.25 	 	GEO/T	118.63E	 +   0.061W	*	P	-
S44441	2019-042A	Chandrayaan-2	2019 Jul 22	2019 Aug  1     	2019 Aug  1	    1445.221 	     201.0 	 	   71729.0 	 	 21.59 	 	GEO/NS	-	-	2019 Aug  3	P	D
S44458	2019-048B	Briz-M No. 99566	2019 Aug  5	2019 Aug  6     	2026 Jul 16 1433	    1594.975 	   35494.9 	 	   42188.5 	 	  6.97 	 	VHEO	 80.25W	 +  35.965W	2019 Aug  5 2156:00	R	-
S44457	2019-048A	Kosmos-2539	2019 Aug  5	2019 Aug  6     	2026 Jul 14 2305	    1436.100 	   35783.2 	 	   35790.1 	 	  0.04 	 	GEO/S	 11.98E	 +   0.008W	*	P	-
S44476	2019-049B	Intelsat IS-39	2019 Aug  6	2019 Aug 11     	2026 Jul 17 0135	    1436.135 	   35783.4 	 	   35791.3 	 	  0.02 	 	GEO/S	 61.95E	 +   0.017W	*	P	-
S44479	2019-050A	Amos 17	2019 Aug  6	2019 Aug 14 1100	2026 Jul 17 0630	    1436.057 	   35779.4 	 	   35792.3 	 	  0.02 	 	GEO/S	 16.98E	 +   0.003E	*	P	-
S44475	2019-049A	EDRS C	2019 Aug  6	2019 Aug 15 0530	2026 Jul 17 0706	    1436.109 	   35782.8 	 	   35790.9 	 	  0.02 	 	GEO/S	142.49E	 +   0.010W	*	P	-
S44334	2019-034B	EUTELSAT 7C	2019 Jun 20	2019 Sep 23     	2026 Jul 17 0627	    1436.095 	   35772.5 	 	   35800.6 	 	  0.08 	 	GEO/S	  6.97E	 +   0.007W	*	P	-
S44624	2019-067A	EUTELSAT 5WB	2019 Oct  9	2019 Oct 22     	2026 Jul 17 0624	    1436.088 	   35773.3 	 	   35799.5 	 	  0.08 	 	GEO/S	  5.05W	 +   0.005W	*	P	-
S44637	2019-070A	Tongxin Jishu Shiyan 4	2019 Oct 17	2019 Oct 25?    	2026 Jul 17 0324	    1436.068 	   35784.5 	 	   35787.5 	 	  0.11 	 	GEO/S	 83.55E	 +   0.000E	*	P	-
S44481	2019-051A	AEHF SV-5	2019 Aug  8	2019 Oct 31     	2026 Jul 17 0303	    1436.075 	   35512.4 	 	   36059.9 	 	  1.43 	 	GEO/S	 93.80E	 +   0.002W	*	P	-
S44709	2019-073A	Beidou DW 49	2019 Nov  4	2019 Nov  6?    	2026 May 16 1927	    1436.463 	   35612.6 	 	   35974.9 	 	 54.86 	 	GEO/T	114.89E	 +   0.099W	*	P	-
S44801	2019-080B	Inmarsat GX5	2019 Nov 26	2019 Dec  3     	2026 Jul 17 0628	    1436.126 	   35778.3 	 	   35796.1 	 	  0.03 	 	GEO/S	 10.99E	 +   0.015W	*	P	-
S44800	2019-080A	Tiba 1	2019 Nov 26	2019 Dec  7     	2026 Jul 17 0635	    1436.092 	   35778.2 	 	   35794.8 	 	  0.05 	 	GEO/S	 35.44E	 +   0.006W	*	P	-
S44904	2019-095B	Blok DM-03 No. 3L	2019 Dec 24	2019 Dec 24     	2026 Jul 16 1058	    1398.461 	   34757.5 	 	   35335.8 	 	  5.40 	 	GEO/ID	 25.84W	 +   9.708E	2019 Dec 24 1203:02	R	-
S45041	2019-095C	deb Blok DM-03	2019 Dec 24	2019 Dec 24     	2026 Apr 15 2006	    1397.565 	   33037.2 	 	   37020.8 	 	  5.20 	 	GEO/ID	 71.55W	 +   9.945E	2019 Dec 24 1203:02	D	-
S45042	2019-095D	deb Blok DM-03	2019 Dec 24	2019 Dec 24     	2022 Aug 31 0339	    1406.341 	   32802.5 	 	   37601.7 	 	  1.84 	 	GEO/NS	 56.93E	 +   7.631E	2019 Dec 24 1203:02	D	-
S44903	2019-095A	Elektro-L No. 3	2019 Dec 24	2019 Dec 24     	2026 Jul 17 0151	    1436.107 	   35782.0 	 	   35791.6 	 	  0.33 	 	GEO/S	 75.96E	 +   0.010W	*	P	-
S46091	2019-095E	deb Blok DM-03?	2019 Dec 24	2019 Dec 24     	2026 Jul 14 1446	    1394.376 	   34844.0 	 	   35087.9 	 	  5.39 	 	GEO/ID	 81.23W	 +  10.794E	2019 Dec 24 1203:02	D	-
S44868	2019-091A	JCSAT 18/Kacific 1	2019 Dec 17	2019 Dec 30     	2026 Jul 16 1910	    1436.086 	   35784.6 	 	   35788.2 	 	  0.05 	 	GEO/S	149.97E	 +   0.004W	*	P	-
S44910	2019-097A	Shi Jian 20	2019 Dec 27	2020 Jan  1?    	2026 Jul 16 2022	    1436.122 	   35722.1 	 	   35852.1 	 	  4.99 	 	GEO/I	 44.75E	 +   0.014W	*	P	-
S44978	2020-002A	Tongxin Jishu Shiyan 5	2020 Jan  7	2020 Jan  9?    	2026 Jul 17 0027	    1436.123 	   35754.5 	 	   35819.7 	 	  0.07 	 	GEO/S	107.47E	 +   0.014W	*	P	-
S44625	2019-067B	MEV-1	2019 Oct  9	2020 Jan 14     	2026 Jun 16 2218	    1436.128 	   35775.4 	 	   35799.0 	 	  0.87 	 	GEO/S	156.11E	 +   0.015W	*	P	-
S45026	2020-005A	GSAT-30	2020 Jan 16	2020 Jan 21     	2026 Jul 17 0340	    1436.082 	   35772.9 	 	   35799.7 	 	  0.04 	 	GEO/S	 82.97E	 +   0.003W	*	P	-
S45245	2020-013A	JCSAT 17	2020 Feb 18	2020 Feb 27     	2026 Jul 17 0704	    1436.098 	   35773.3 	 	   35799.9 	 	  5.39 	 	GEO/I	136.03E	 +   0.007W	*	P	-
S45246	2020-013B	Cheollian 2B	2020 Feb 18	2020 Feb 27?    	2026 Jul 16 2046	    1436.118 	   35785.6 	 	   35788.4 	 	  0.02 	 	GEO/S	128.24E	 +   0.012W	*	P	-
S45344	2020-017A	Beidou DW 54	2020 Mar  9	2020 Mar 12?    	2026 Jul 16 1819	    1436.135 	   35778.5 	 	   35796.2 	 	  2.92 	 	GEO/S	 79.97E	 +   0.017W	*	P	-
S45807	2020-040A	Beidou DW 55	2020 Jun 23	2020 Jun 25?    	2026 Jul 17 0657	    1436.044 	   35776.2 	 	   35794.9 	 	  2.52 	 	GEO/S	110.49E	 +   0.006E	*	P	-
S45027	2020-005B	Eutelsat Konnect	2020 Jan 16	2020 Jul  6     	2026 Jul 17 0627	    1436.055 	   35777.6 	 	   35793.9 	 	  0.07 	 	GEO/S	  7.20E	 +   0.003E	*	P	-
S45465	2020-022B	AEHF SV-6	2020 Mar 26	2020 Jul 11?    	2026 Jul 17 0704	    1436.113 	   35609.9 	 	   35963.9 	 	  2.48 	 	GEO/S	137.41E	 +   0.011W	*	P	-
S45863	2020-045A	Apstar 6D	2020 Jul  9	2020 Jul 12?    	2026 Jul 17 0013	    1435.885 	   35774.0 	 	   35790.9 	 	  0.04 	 	GEO/S	133.99E	 +   0.046E	*	P	-
S45920	2020-048A	ANASIS-II	2020 Jul 20	2020 Jul 25     	2026 Jul 17 0658	    1436.158 	   35783.5 	 	   35792.1 	 	  0.02 	 	GEO/S	116.14E	 +   0.023W	*	P	-
S45985	2020-053A	Ekspress-103	2020 Jul 30	2020 Jul 31     	2026 Jul 17 0653	    1436.105 	   35784.3 	 	   35789.2 	 	  0.03 	 	GEO/S	 96.49E	 +   0.009W	*	P	-
S45986	2020-053B	Ekspress-80	2020 Jul 30	2020 Jul 31     	2026 Jul 16 2300	    1436.024 	   35778.2 	 	   35792.1 	 	  0.02 	 	GEO/S	 80.00E	 +   0.011E	*	P	-
S46112	2020-056A	BSAT-4b	2020 Aug 15	2020 Aug 20     	2026 Jul 17 0657	    1436.105 	   35768.4 	 	   35805.1 	 	  0.04 	 	GEO/S	109.83E	 +   0.009W	*	P	-
S46114	2020-056C	Galaxy 30	2020 Aug 15	2020 Aug 24     	2026 Jul 17 0550	    1436.111 	   35777.5 	 	   35796.2 	 	  0.02 	 	GEO/S	124.98W	 +   0.011W	*	P	-
S46610	2020-071A	Gao Fen 13	2020 Oct 11	2020 Oct 13?    	2026 Jul 16 1901	    1436.196 	   35597.9 	 	   35979.2 	 	  0.47 	 	GEO/S	118.52E	 +   0.032W	*	P	-
S46916	2020-082A	Tiantong-1 02 xing	2020 Nov 12	2020 Nov 13?    	2026 Jul 16 1720	    1436.081 	   35781.1 	 	   35791.5 	 	  0.76 	 	GEO/S	124.92E	 +   0.003W	*	P	-
S47202	2020-089A	Deta chukei eisei 1-goki	2020 Nov 29	2020 Dec  2?    	2026 Jul 17 0303	    1436.126 	   35780.2 	 	   35794.1 	 	  0.07 	 	GEO/S	 90.78E	 +   0.014W	*	P	-
S47238	2020-095B	Delta 385	2020 Dec 11	2020 Dec 11     	2026 Jul 16 2251	    1514.578 	   36187.3 	 	   38430.9 	 	  3.01 	 	VHEO	 24.01E	 +  18.712W	2020 Dec 11 0109	R	-
S47237	2020-095A	USA 311	2020 Dec 11	2020 Dec 11     	2025 Feb 18 0558	    1436.122 	   35610.0 	 	   35964.2 	 	  4.40 	 	GEO/I	 55.82E	 +   0.014W	*	P	-
S47242	2020-097A	GVM	2020 Dec 14	2020 Dec 14     	2026 Jul 15 1940	    1511.049 	   36877.3 	 	   37605.1 	 	  5.44 	 	VHEO	152.48W	 +  17.913W	2020 Dec 14	P	-
S47256	2020-099A	CMS 1	2020 Dec 17	2020 Dec 21     	2026 Jul 17 0340	    1436.112 	   35772.5 	 	   35801.3 	 	  0.08 	 	GEO/S	 82.98E	 +   0.011W	*	P	-
S47240	2020-096A	SXM-7	2020 Dec 13	2020 Dec 22     	2026 Jul 17 0601	    1436.113 	   35772.1 	 	   35801.7 	 	  0.03 	 	GEO/S	 85.17W	 +   0.011W	*	P	-
S46113	2020-056B	MEV-2	2020 Aug 15	2021 Jan 12     	2026 Jul 17 0625	    1436.104 	   35785.7 	 	   35787.8 	 	  0.06 	 	GEO/S	  1.01W	 +   0.009W	*	P	-
S47321	2021-003A	Tiantong-1 03 xing	2021 Jan 19	2021 Jan 21?    	2026 Jul 16 1850	    1436.123 	   35774.3 	 	   35799.9 	 	  1.73 	 	GEO/S	 81.53E	 +   0.014W	*	P	-
S47613	2021-010A	Tongxin Jishu Shiyan 6	2021 Feb  4	2021 Feb  6?    	2026 Jul 17 0608	    1436.077 	   35773.3 	 	   35799.1 	 	  0.17 	 	GEO/S	178.49E	 +   0.002W	*	P	-
S47306	2021-001A	Turksat 5A	2021 Jan  8	2021 Feb 22     	2026 Jul 17 0634	    1436.130 	   35786.2 	 	   35788.3 	 	  0.02 	 	GEO/S	 30.91E	 +   0.015W	*	P	-
S48618	2021-042A	SBIRS GEO-5	2021 May 18	2021 Jun  3?    	2026 Jul 17 0652	    1436.102 	   35780.5 	 	   35792.9 	 	  5.07 	 	GEO/I	 93.86E	 +   0.009W	*	P	-
S48808	2021-047A	Feng Yun 4B	2021 Jun  2	2021 Jun  4?    	2026 Jul 17 0655	    1436.001 	   35755.7 	 	   35813.7 	 	  0.23 	 	GEO/S	104.56E	 +   0.017E	*	P	-
S48838	2021-049A	SXM-8	2021 Jun  6	2021 Jun 15     	2026 Jul 17 0601	    1436.120 	   35763.7 	 	   35810.4 	 	  0.02 	 	GEO/S	 85.23W	 +   0.013W	*	P	-
S49011	2021-063A	Tian Lian 1-05	2021 Jul  6	2021 Jul        	2026 Jul 17 0305	    1436.079 	   35781.9 	 	   35790.6 	 	  1.67 	 	GEO/S	 16.84E	 +   0.003W	*	P	-
S49055	2021-069A	Star One D2	2021 Jul 30	2021 Aug  5     	2026 Jul 17 0057	    1436.102 	   35776.3 	 	   35797.0 	 	  0.01 	 	GEO/S	 70.06W	 +   0.008W	*	P	-
S49056	2021-069B	Eutelsat Quantum	2021 Jul 30	2021 Aug  6     	2026 Jul 17 0456	    1436.089 	   35777.6 	 	   35795.2 	 	  0.01 	 	GEO/S	 47.65E	 +   0.005W	*	P	-
S49062	2021-071A	Zhongxing 2E	2021 Aug  5	2021 Aug  6?    	2026 Jul 17 0653	    1436.112 	   35782.0 	 	   35791.7 	 	  0.02 	 	GEO/S	 98.07E	 +   0.011W	*	P	-
S49115	2021-077A	Tongxin Jishu Shiyan 7	2021 Aug 24	2021 Sep  7     	2026 Jul 17 0557	    1436.082 	   35773.9 	 	   35798.7 	 	  0.28 	 	GEO/S	 99.57W	 +   0.003W	*	P	-
S49125	2021-080A	Zhongxing 9B	2021 Sep  9	2021 Sep 12?    	2026 Jul 16 2221	    1436.152 	   35778.3 	 	   35797.0 	 	  0.05 	 	GEO/S	101.34E	 +   0.021W	*	P	-
